0,1,2,3,4,5,6,7,8,9,10
164,who,took,her,own,life,PNQS                ,VVD                 ,APPGE               ,DA                  ,NN1
164,would,come,up,with,something,VM                  ,VVI                 ,RP                  ,IW                  ,PN1
163,call,our,Customer,Service,Team,VV0                 ,APPGE               ,NN1                 ,NN1                 ,NN1
163,cancer,cells,into,normal,cells,NN1                 ,NN2                 ,II                  ,JJ                  ,NN2
163,case,something,goes,wrong,with,CS22                ,PN1                 ,VVZ                 ,RR                  ,IW
163,coronary,artery,bypass,graft,surgery,JJ                  ,NN1                 ,NN1_VV0             ,NN1_VV0             ,NN1
163,could,care,less,about,what,VM                  ,VVI                 ,RRR_DAR             ,II                  ,DDQ
163,des,Arts,et,des,Lettres,NP1                 ,NN2                 ,FW                  ,FW                  ,NP1_NN2
163,differences,between,these,two,types,NN2                 ,II                  ,DD2                 ,MC                  ,NN2
163,equipped,with,stainless,steel,appliances,VVN                 ,IW                  ,JJ                  ,NN1                 ,NN2
163,find,out,what,works,best,VV0                 ,RP                  ,DDQ                 ,VVZ                 ,RRT
163,get,along,very,well,with,VV0                 ,RP                  ,RG                  ,RR                  ,IW
163,has,seen,his,fair,share,VHZ                 ,VVN                 ,APPGE               ,JJ                  ,NN1
163,Highway,Traffic,Safety,Administration,has,NN1                 ,NN1                 ,NN1                 ,NN1                 ,VHZ
163,Islamic,State,has,claimed,responsibility,JJ                  ,NN1                 ,VHZ                 ,VVN                 ,NN1
163,Japanese,Americans,during,World,War,JJ_NN1              ,NN2                 ,II                  ,NN1                 ,NN1
163,let,their,imaginations,run,wild,VVI                 ,APPGE               ,NN2                 ,VVI                 ,JJ_RR@
163,Los,Angeles,Times,Book,Prize,NP1                 ,NP1                 ,NNT2                ,NN1                 ,NN1
163,n't ,know,any,other,way,XX                  ,VVI                 ,DD                  ,JJ                  ,NN1
163,Northern,Ontario,Junior,Hockey,League,JJ                  ,NP1                 ,JJ                  ,NN1                 ,NN1
163,people,who,actually,know,what,NN                  ,PNQS                ,RR                  ,VV0                 ,DDQ
163,please,contact,our,Support,Team,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1
163,pretty,much,my,whole,life,RG                  ,RR                  ,APPGE               ,JJ                  ,NN1
163,privacy,policy,sets,out,how,NN1                 ,NN1                 ,VVZ                 ,RP                  ,RRQ
163,Santa,Clara,County,Library,District,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
163,Scottish,Conservative,leader,Ruth,Davidson,JJ                  ,JJ_NN1              ,NN1                 ,NP1                 ,NP1
163,see,Interactions,with,Other,Medicines,VV0                 ,NN2                 ,IW                  ,JJ                  ,NN2
163,still,working,my,way,through,RR                  ,VVG                 ,APPGE               ,NN1                 ,II
163,United,manager,Louis,van,Gaal,JJ                  ,NN1                 ,NP1                 ,NP1                 ,NP1
163,well,with,just,about,anything,RR                  ,IW                  ,RR21                ,RR22                ,PN1
163,When,my,kids,were,little,CS                  ,APPGE               ,NN2                 ,VBDR                ,JJ
163,works,just,like,any,other,VVZ                 ,RR                  ,II_VV0@             ,DD                  ,JJ
163,World,War,II,veteran,who,NN1                 ,NN1                 ,MC                  ,NN1                 ,PNQS
162,accordance,with,generally,accepted,auditing,II32                ,II33                ,RR                  ,JJ_VVN_VVD          ,NN1_VVG
162,acting,Attorney,General,Sally,Yates,JJ@_NN1@            ,NN1                 ,NNB                 ,NP1                 ,NP1
162,also,charged,with,two,counts,RR                  ,VVN_VVD             ,IW                  ,MC                  ,NN2
162,analysts,estimated,mean,sale,target,NN2                 ,VVD_VVN             ,JJ                  ,NN1                 ,NN1
162,combinable,with,any,other,offer,JJ                  ,IW                  ,DD                  ,JJ                  ,NN1
162,Cowboys,running,back,Ezekiel,Elliott,NN2                 ,VVG                 ,RP                  ,NP1                 ,NP1
162,day,which,should,earn,about,NNT1                ,DDQ                 ,VM                  ,VVI                 ,RG
162,each,individual,may,experience,symptoms,DD1                 ,NN1                 ,VM                  ,VVI                 ,NN2
162,go,about,their,daily,business,VV0                 ,II_RP@              ,APPGE               ,JJ                  ,NN1
162,hair,were,never,cut,since,NN1                 ,VBDR                ,RR                  ,VVN_VV0             ,II@_CS
162,hang,out,with,each,other,VVI                 ,RP                  ,IW                  ,PPX221              ,PPX222
162,Las,Palmas,de,Gran,Canaria,NP1                 ,NP1                 ,NP1                 ,NN1                 ,NP1_NN1@
162,love,all,over,again,with,NN1                 ,RR                  ,II_RP@              ,RT                  ,IW
162,Medicare,Advantage,Prescription,Drug,plan,NP1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
162,must,maintain,satisfactory,academic,progress,VM                  ,VVI                 ,JJ                  ,JJ                  ,NN1
162,Oil,Off,Road,Racing,Series,NN1                 ,II                  ,NN1                 ,VVG                 ,NN
162,one,has,its,own,unique,PN1                 ,VHZ                 ,APPGE               ,DA                  ,JJ
162,Please,call,our,Customer,Service,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1
162,Scottish,First,Minister,Nicola,Sturgeon,JJ                  ,MD                  ,NN1                 ,NP1                 ,NP1
162,Simcoe,County,District,School,Board,NP1_NN1@            ,NN1                 ,NN1                 ,NN1                 ,NN1
162,students,reported,their,employment,status,NN2                 ,VVD_VVN             ,APPGE               ,NN1                 ,NN1
162,those,who,had,lost,their,DD2                 ,PNQS                ,VHD                 ,VVN                 ,APPGE
162,treated,just,like,any,other,VVN                 ,RR                  ,II_VV0@             ,DD                  ,JJ
162,what,makes,them,stand,out,DDQ                 ,VVZ                 ,PPHO2               ,VVI                 ,RP
162,who,need,help,with,their,PNQS                ,VV0                 ,NN1_VV0             ,IW                  ,APPGE
162,with,British,Prime,Minister,Theresa,IW                  ,JJ                  ,JJ                  ,NN1                 ,NP1
161,all,things,under,his,feet,DB                  ,NN2                 ,II                  ,APPGE               ,NN2
161,anyone,out,there,has,any,PN1                 ,RP                  ,RL                  ,VHZ                 ,DD
161,Anyone,who,has,any,information,PN1                 ,PNQS                ,VHZ                 ,DD                  ,NN1
161,Anyone,who,has,spent,time,PN1                 ,PNQS                ,VHZ                 ,VVN                 ,NNT1
161,charged,with,two,counts,each,VVN                 ,IW                  ,MC                  ,VVZ_NN2             ,DD1
161,circumstances,beyond,our,reasonable,control,NN2                 ,II                  ,APPGE               ,JJ                  ,NN1
161,did,n't ,mention,anything,about,VDD                 ,XX                  ,VVI                 ,PN1                 ,II
161,Education,Community,Service,Honor,Roll,NN1                 ,NN1                 ,NN1                 ,NN1_VV0             ,NN1_VV0
161,England,head,coach,Eddie,Jones,NP1                 ,JJ                  ,NN1                 ,NP1                 ,NP1
161,former,National,Security,Agency,contractor,DA                  ,JJ                  ,NN1                 ,NN1                 ,NN1
161,get,along,with,one,another,VVI                 ,II21                ,II22                ,PPX121              ,PPX122
161,good,year,with,high,stats,JJ                  ,NNT1                ,IW                  ,JJ                  ,NN2
161,has,always,maintained,his,innocence,VHZ                 ,RR                  ,VVN                 ,APPGE               ,NN1
161,having,sex,with,each,other,VHG                 ,NN1                 ,IW                  ,PPX221              ,PPX222
161,Inkaterra,Machu,Picchu,Pueblo,Hotel,NP1                 ,NP1                 ,NP1_NN1             ,NN1                 ,NN1
161,iron,skillet,over,medium,heat,NN1                 ,NN1                 ,II                  ,JJ_NN1              ,NN1
161,its,obligations,under,these,Terms,APPGE               ,NN2                 ,II                  ,DD2                 ,NN2
161,know,how,many,times,I 've,VVI                 ,RGQ@                ,DA2                 ,NNT2                ,NP1_NN1
161,loved,one,who,has,passed,JJ%                 ,PN1                 ,PNQS                ,VHZ                 ,VVN
161,many,factors,come,into,play,DA2                 ,NN2                 ,VV0_VVN@            ,II                  ,NN1
161,many,hands,make,light,work,DA2                 ,NN2                 ,VV0                 ,JJ_NN1              ,NN1
161,Mist,all,over,with,strong-hold,VV0@_NN1            ,RR                  ,RP@                 ,IW                  ,NN1
161,nationally,recognized,statistical,rating,organization,RR                  ,VVN_VVD             ,JJ                  ,NN1                 ,NN1
161,New,Jersey,with,his,wife,NP1                 ,NP1                 ,IW                  ,APPGE               ,NN1
161,New,York,Times,columnist,David,NP1                 ,NP1                 ,NNT2                ,NN1                 ,NP1
161,only,one,who,knows,what,JJ                  ,PN1                 ,PNQS                ,VVZ                 ,DDQ
161,per,cent,over,last,year,NNU21               ,NNU22               ,II_RP               ,MD                  ,NNT1
161,personal,information,with,any,third,JJ                  ,NN1                 ,IW                  ,RR%_DD              ,MD
161,quick,brown,fox,jumps,over,JJ                  ,JJ                  ,NN1                 ,VVZ                 ,II_RP
161,South,Downs,National,Park,Authority,ND1                 ,NN2                 ,JJ                  ,NN1                 ,NN1
161,those,with,mental,health,problems,DD2                 ,IW                  ,JJ                  ,NN1                 ,NN2
161,touch,with,our,support,team,II32                ,II33                ,APPGE               ,NN1                 ,NN1
161,very,generous,with,his,time,RG                  ,JJ                  ,IW                  ,APPGE               ,NNT1
161,very,good,year,with,high,RG                  ,JJ                  ,NNT1                ,IW                  ,JJ
161,volunteers,who,give,their,time,NN2                 ,PNQS                ,VV0                 ,APPGE               ,NNT1
161,with,Common,Core,State,Standards,IW                  ,JJ                  ,NN1                 ,NN1                 ,NN2
161,with,just,about,any,other,IW                  ,RR21                ,RR22                ,DD                  ,JJ
161,with,my,own,two,hands,IW                  ,APPGE               ,DA                  ,MC                  ,NN2
160,Analytical,Writing,ISSUE,Essay,Topic,JJ                  ,NN1                 ,NN1_VV0             ,NN1                 ,NN1
160,Australian,Prime,Minister,Tony,Abbott,JJ                  ,JJ                  ,NN1                 ,NP1                 ,NP1
160,AWA,Analytical,Writing,ISSUE,Essay,NP1                 ,JJ                  ,NN1                 ,NN1_VV0             ,NN1
160,Belgian,Prime,Minister,Charles,Michel,JJ                  ,JJ                  ,NN1                 ,NP1                 ,NP1
160,current,low,interest,rate,environment,JJ                  ,JJ                  ,NN1                 ,NN1                 ,NN1
160,did,n't ,realize,how,many,VDD                 ,XX                  ,VVI                 ,RGQ@                ,DA2
160,doing,too,much,too,soon,VDG                 ,RG                  ,RR                  ,RG                  ,RR
160,exam,questions,with,professionally,verified,NN1                 ,NN2                 ,IW                  ,RR                  ,VVN_VVD_JJ@
160,Federal,Open,Market,Committee,meeting,JJ                  ,JJ                  ,NN1                 ,NN1                 ,NN1
160,few,years,before,his,death,DA2                 ,NNT2                ,II_CS               ,APPGE               ,NN1
160,fill,out,our,online,form,VV0                 ,RP                  ,APPGE               ,JJ                  ,NN1
160,getting,into,too,much,detail,VVG                 ,II                  ,RG                  ,DA1                 ,NN1
160,GRE,Analytical,Writing,ISSUE,Essay,NP1                 ,JJ                  ,NN1                 ,NN1_VV0             ,NN1
160,GRE,AWA,Analytical,Writing,ISSUE,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1_VV0
160,Has,anyone,else,had,any,VHZ                 ,PN1                 ,RR                  ,VHN                 ,DD
160,help,them,make,better,decisions,VVI                 ,PPHO2               ,VVI                 ,JJR                 ,NN2
160,High,Resolution,Imaging,Science,Experiment,JJ                  ,NN1                 ,NN1_VVG             ,NN1                 ,NN1
160,Late,Show,With,Stephen,Colbert,JJ                  ,NN1                 ,IW                  ,NP1                 ,NP1
160,National,Motor,Vehicle,Title,Information,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
160,people,with,certain,medical,conditions,NN                  ,IW                  ,JJ                  ,JJ                  ,NN2
160,Prime,Minister,Shinzo,Abe,has,JJ                  ,NN1                 ,NP1_NN1             ,NP1                 ,VHZ
160,record,having,just,two,points,NN1                 ,VHG                 ,RR                  ,MC                  ,VVZ_NN2
160,TD,Five,Boro,Bike,Tour,NN1                 ,MC                  ,NP1                 ,NN1                 ,NP1_NN1@
160,their,own,ideas,about,what,APPGE               ,DA                  ,NN2                 ,II                  ,DDQ
160,Think,about,how,many,times,VV0                 ,II                  ,RGQ@                ,DA2                 ,NNT2
160,through,our,foreclosure,listings,service,II                  ,APPGE               ,NN1                 ,NN2                 ,VV0@_NN1
160,wash,off,with,lukewarm,water,VV0                 ,RP                  ,IW                  ,JJ                  ,NN1
160,with,Russian,Foreign,Minister,Sergei,IW                  ,JJ                  ,JJ                  ,NN1                 ,NP1
159,all,my,questions,were,answered,DB                  ,APPGE               ,NN2                 ,VBDR                ,VVN
159,broken,down,into,three,main,VVN                 ,RP                  ,II                  ,MC                  ,JJ
159,charged,with,one,felony,count,VVN                 ,IW                  ,MC1                 ,NN1                 ,NN1
159,come,into,direct,contact,with,VV0                 ,II                  ,JJ                  ,NN1                 ,IW
159,compatible,with,Mac,OS,X,JJ                  ,IW                  ,NP1                 ,NP2                 ,II%
159,contact,our,Customer,Service,Department,VVI                 ,APPGE               ,NN1                 ,NN1                 ,NN1
159,could,only,come,up,with,VM                  ,RR                  ,VVI                 ,RP                  ,IW
159,Crazy,Little,Thing,Called,Love,JJ                  ,JJ                  ,NN1                 ,VVN_VVD@            ,NN1_VV0
159,Department,spokesman,John,Kirby,said,NN1                 ,NN1                 ,NP1                 ,NP1                 ,VVD
159,FRIDGE,AIR,CONDITIONING,BALCONY,TERRACE,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
159,Funeral,services,were,conducted,June,NN1                 ,NN2                 ,VBDR                ,VVN                 ,NPM1
159,has,become,increasingly,popular,over,VHZ                 ,VVN@                ,RR                  ,JJ                  ,II
159,heard,good,things,about,them,VVN                 ,JJ                  ,NN2                 ,II                  ,PPHO2
159,how,would,one,go,about,RRQ                 ,VM                  ,PN1                 ,VVI                 ,II_RP@
159,La,la,la,la,la,FU                  ,FU                  ,FU                  ,FU                  ,FU
159,letting,nature,take,its,course,VVG                 ,NN1                 ,VVI                 ,APPGE               ,NN1
159,most,experienced,workers,make,up,DAT                 ,JJ                  ,NN2                 ,VV0                 ,RG21
159,n't ,take,yourself,too,seriously,XX                  ,VVI                 ,PPX1                ,RG                  ,RR
159,NBC,News/Wall,Street,Journal,poll,NP1                 ,NP1                 ,NNL1                ,NN1                 ,NN1
159,only,comes,into,play,when,JJ                  ,NN1                 ,II                  ,NN1                 ,CS_RRQ
159,Part,D,prescription,drug,coverage,NN1                 ,ZZ1                 ,NN1                 ,NN1                 ,NN1
159,people,feel,better,about,themselves,NN                  ,VVI                 ,RRR_JJR             ,II                  ,PPX2
159,people,with,mental,health,issues,NN                  ,IW                  ,JJ                  ,NN1                 ,NN2_VVZ@
159,Personal,Health,Information,Protection,Act,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
159,Please,read,these,terms,carefully,RR                  ,VV0_VVD_VVN         ,DD2                 ,NN2                 ,RR
159,St,Jean,Pied,de,Port,NP1                 ,NP1                 ,JJ                  ,NP1_FW              ,NN1
159,take,into,account,when,deciding,VVI                 ,II                  ,NN1                 ,CS                  ,VVG
159,taken,into,account,when,designing,VVN                 ,II                  ,NN1                 ,CS                  ,VVG
159,talks,with,EconTalk,host,Russ,NN2_VVZ@            ,IW                  ,NP1_NN1             ,VV0_NN1             ,NP1
159,three,hits,while,striking,out,MC                  ,NN2_VVZ             ,CS                  ,VVG                 ,RP
159,time,wrapping,my,head,around,NNT1                ,VVG                 ,APPGE               ,NN1                 ,II
159,too,much,time,has,passed,RG                  ,DA1                 ,NNT1                ,VHZ                 ,VVN
159,Warriors,head,coach,Steve,Kerr,NN2                 ,JJ                  ,NN1                 ,NP1                 ,NP1
159,while,most,experienced,workers,make,CS                  ,DAT                 ,JJ                  ,NN2                 ,VV0
158,anyone,else,out,there,has,PN1                 ,RR                  ,RP                  ,RL                  ,VHZ
158,broke,up,with,his,girlfriend,VVD                 ,RP                  ,IW                  ,APPGE               ,NN1
158,come,up,with,creative,ideas,VVI                 ,RP                  ,IW                  ,JJ                  ,NN2
158,did,n't ,know,how,long,VDD                 ,XX                  ,VVI                 ,RGQ@_RRQ            ,RR
158,facing,off,against,each,other,VVG                 ,RP                  ,II                  ,PPX221              ,PPX222
158,Federal,Reserve,raised,interest,rates,JJ                  ,NN1_JJ              ,VVD_JJ@_VVN         ,NN1                 ,NN2
158,get,my,head,around,how,VVI                 ,APPGE               ,NN1                 ,II_RP               ,RRQ
158,God,with,all,our,heart,NP1_NN1@            ,IW                  ,DB                  ,APPGE               ,NN1
158,great,great,great,great,great,JJ                  ,JJ                  ,JJ                  ,JJ                  ,JJ
158,had,pretty,good,luck,with,VHN                 ,RG                  ,JJ                  ,NN1                 ,IW
158,hang,out,with,people,who,VVI                 ,RP                  ,IW                  ,NN                  ,PNQS
158,has,far,exceeded,my,expectations,VHZ                 ,RR                  ,VVN                 ,APPGE               ,NN2
158,health,care,provider,before,taking,NN1                 ,NN1                 ,NN1                 ,II                  ,VVG
158,just,wan,na,know,what,RR                  ,VVI                 ,TO                  ,VVI                 ,DDQ
158,know,what,you 're,getting,into,VVI                 ,DDQ                 ,VV0                 ,VVG                 ,II
158,long,term,relationships,with,our,JJ                  ,NN1                 ,NN2                 ,IW                  ,APPGE
158,made,his,first,court,appearance,VVD                 ,APPGE               ,MD                  ,NN1                 ,NN1
158,men,diagnosed,with,prostate,cancer,NN2                 ,VVN_VVD             ,IW                  ,NN1                 ,NN1
158,Mist,all,over,with,anti-humidity,VV0@_NN1            ,RR                  ,RP@                 ,IW                  ,JJ
158,National,Automotive,Technicians,Education,Foundation,JJ                  ,JJ                  ,NN2                 ,NN1                 ,NN1
158,over,two,hundred,years,ago,RG                  ,MC                  ,NNO                 ,NNT2                ,RA
158,people,who,came,up,with,NN                  ,PNQS                ,VVD                 ,RP                  ,IW
158,presidential,nominee,Donald,Trump,has,JJ                  ,NN1                 ,NP1                 ,NN1                 ,VHZ
158,Sinn,Fein,leader,Gerry,Adams,NN121               ,NN122               ,NN1                 ,NP1                 ,NP1
158,spend,too,much,time,trying,VV0                 ,RG                  ,DA1                 ,NNT1                ,VVG
158,Surround,yourself,with,positive,people,VV0                 ,PPX1                ,IW                  ,JJ                  ,NN
158,think,about,what,would,happen,VVI                 ,II                  ,DDQ                 ,VM                  ,VVI
158,with,someone,who,knows,what,IW                  ,PN1                 ,PNQS                ,VVZ                 ,DDQ
157,American,Civil,Liberties,Union,has,JJ                  ,JJ                  ,NN2                 ,NN1_NP1             ,VHZ
157,Antonio,Lopez,de,Santa,Anna,NP1                 ,NP1                 ,NP1                 ,NP1                 ,NP1
157,broken,down,into,two,main,VVN                 ,RP                  ,II                  ,MC                  ,JJ
157,cake,tester,comes,out,clean,NN1                 ,NN1                 ,VVZ                 ,RP                  ,JJ
157,Disney,Social,Media,Moms,Celebration,NP1                 ,JJ                  ,NN                  ,NN2                 ,NN1
157,Editor,Beth,Hill,last,modified,NP1                 ,NP1                 ,NNL1                ,MD                  ,JJ_VVN_VVD
157,features,which,you 'll,experience,after,NN2                 ,DDQ                 ,VV0                 ,NN1_VV0             ,II_CS
157,Fiction,Editor,Beth,Hill,last,NN1                 ,NP1                 ,NP1                 ,NNL1                ,MD
157,former,British,Prime,Minister,Tony,DA                  ,JJ                  ,JJ                  ,NN1                 ,NP1
157,go,about,their,daily,lives,VVI                 ,II_RP@              ,APPGE               ,JJ                  ,NN2
157,hands,tied,behind,their,backs,NN2                 ,VVN_VVD             ,II                  ,APPGE               ,NN2
157,interfere,with,any,other,party,VV0                 ,IW                  ,DD                  ,JJ                  ,NN1
157,large,pan,over,medium,heat,JJ                  ,NN1                 ,II                  ,JJ_NN1              ,NN1
157,lot,has,happened,since,then,NN1_RR22            ,VHZ                 ,VVN@                ,II                  ,RT
157,makes,them,feel,good,about,VVZ                 ,PPHO2               ,VVI                 ,JJ                  ,II
157,my,hair,every,other,day,APPGE               ,NN1                 ,AT1                 ,JJ                  ,NNT1
157,n't ,know,where,you 're,going,XX                  ,VVI                 ,RRQ                 ,VV0_NN1             ,VVG
157,New,York,Mayor,Rudy,Giuliani,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
157,release,contains,forward,looking,statements,NN1                 ,VVZ                 ,RL                  ,VVG                 ,NN2
157,Republican,presidential,nominee,Donald,Trump,NN1_JJ@             ,JJ                  ,NN1                 ,NP1                 ,NN1_VV0
157,someone,else,has,already,done,PN1                 ,RR                  ,VHZ                 ,RR                  ,VDN
157,spend,some,time,talking,about,VVI                 ,DD                  ,NNT1                ,VVG                 ,II
157,There 's,absolutely,nothing,wrong,with,NN2_NP1@            ,RR                  ,PN1                 ,JJ_RR@              ,IW
157,Walt,Disney,World,theme,parks,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN2
157,what,I 've,come,up,with,DDQ                 ,VV0_NP1             ,VV0                 ,RP                  ,IW
157,while,since,my,last,post,NNT1@               ,CS_II@              ,APPGE               ,MD                  ,NN1
157,with,LED,daytime,running,lights,IW                  ,NN1                 ,NNT1                ,VVG_NN1_JJ          ,NN2
157,with,our,email,job,alerts,IW                  ,APPGE               ,NN1                 ,NN1                 ,NN2
156,all,over,with,anti-frizz,hairspray,RR                  ,RP@                 ,IW                  ,JJ                  ,NN1
156,best,thing,Ive,ever,done,JJT                 ,NN1                 ,NN1_VV0_NP1         ,RR                  ,VDN
156,causing,grievous,bodily,harm,with,VVG                 ,JJ                  ,JJ_RR               ,NN1_VV0             ,IW
156,Chicago,Attorney,General,Lisa,Madigan,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
156,come,up,with,his,own,VVI                 ,RP                  ,IW                  ,APPGE               ,DA
156,come,with,its,own,set,VVI                 ,IW                  ,APPGE               ,DA                  ,NN1
156,contact,our,Customer,Service,Center,VV0                 ,APPGE               ,NN1                 ,NN1                 ,NN1
156,did,n't ,think,anyone,would,VDD                 ,XX                  ,VVI                 ,PN1                 ,VM
156,divided,into,two,main,groups,VVN                 ,II                  ,MC                  ,JJ                  ,NN2
156,gave,His,only,begotten,Son,VVD                 ,APPGE               ,JJ                  ,NN1                 ,NN1
156,GNU,Lesser,General,Public,License,NN1                 ,JJ                  ,JJ_NN1              ,JJ_NN1              ,NN1
156,Great,Barrier,Reef,World,Heritage,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
156,Great,Smoky,Mountain,National,Park,JJ                  ,NP1                 ,NNL1                ,JJ                  ,NN1
156,has,literally,changed,my,life,VHZ                 ,RR                  ,VVN                 ,APPGE               ,NN1
156,his,arms,over,his,chest,APPGE               ,NN2                 ,II                  ,APPGE               ,NN1
156,HSBC,World,Rugby,Sevens,Series,NP1                 ,NN1                 ,NP1                 ,MC2                 ,NN
156,made,with,all,natural,ingredients,VVN                 ,IW                  ,DB                  ,JJ                  ,NN2
156,may,take,some,time,before,VM                  ,VVI                 ,DD                  ,NNT1                ,CS
156,Motor,Vehicle,Title,Information,System,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
156,never,see,each,other,again,RR                  ,VVI                 ,PPX221              ,PPX222              ,RT
156,New,York,Film,Critics,Circle,NP1                 ,NP1                 ,NN1                 ,NN2                 ,VV0@_NN1
156,one,has,ever,seen,before,PN122               ,VHZ                 ,RR                  ,VVN                 ,RT
156,people,who,know,what,they 're,NN                  ,PNQS                ,VV0                 ,DDQ                 ,NN1
156,randomly,divided,into,two,groups,RR                  ,VVN                 ,II                  ,MC                  ,NN2
156,saucepan,over,medium,heat,until,NN1                 ,II                  ,JJ_NN1              ,NN1                 ,CS_II@
156,see,how,things,turn,out,VVI                 ,RRQ                 ,NN2                 ,VV0                 ,RP
156,see,what,its,all,about,VVI                 ,DDQ                 ,APPGE               ,DB_RR@              ,RP@
156,see,what,would,happen,next,VVI                 ,DDQ                 ,VM                  ,VVI                 ,MD
156,slow,down,any,time,soon,VVI                 ,RP                  ,DD                  ,NNT1                ,RR
156,spends,way,too,much,time,VVZ                 ,NN1_RR%             ,RG                  ,DA1                 ,NNT1
156,That 's,what,its,all,about,NN2                 ,DDQ                 ,APPGE               ,DB_RR@              ,RP@
156,their,first,full,length,album,APPGE               ,MD                  ,JJ                  ,NN1                 ,NN1
156,them,achieve,their,financial,goals,PPHO2               ,VVI                 ,APPGE               ,JJ                  ,NN2
156,valid,with,any,other,promotion,JJ                  ,IW                  ,DD                  ,JJ                  ,NN1
156,which,may,take,some,time,DDQ                 ,VM                  ,VVI                 ,DD                  ,NNT1
156,White,House,Easter,Egg,Roll,NP1                 ,NN1                 ,NNT1                ,NN1                 ,NN1_VV0
156,White,House,national,security,adviser,NP1                 ,NN1                 ,JJ                  ,NN1                 ,NN1
156,working,with,children,with,special,VVG                 ,IW                  ,NN2                 ,IW                  ,JJ
156,Zacks,Investment,Research,lowered,shares,NP1@_NN2_VVZ        ,NN1                 ,NN1                 ,JJ_VVD_VVN          ,NN2
155,already,made,up,his,mind,RR                  ,VVN                 ,RP_II@              ,APPGE               ,NN1
155,communicate,with,each,other,using,VV0                 ,IW                  ,PPX221              ,PPX222              ,VVG
155,could,end,up,with,some,VM                  ,VVI                 ,RP                  ,IW                  ,DD
155,enjoys,spending,time,with,friends,VVZ                 ,JJ@_VVG_NN1         ,NNT1                ,IW                  ,NN2
155,Exam,Secrets,study,guide,helps,NN1                 ,NN2                 ,VV0@_NN1            ,NN1                 ,VVZ_NN2@
155,find,out,what,makes,them,VVI                 ,RP                  ,DDQ                 ,VVZ                 ,PPHO2
155,following,fact,sheet,continues,with,VVG_II@_NN1@        ,NN1                 ,NN1                 ,VVZ                 ,IW
155,generate,two,alternatively,spliced,mRNAs,VV0                 ,MC                  ,RR                  ,VVD_JJ@             ,NN2
155,Get,news,headlines,sent,daily,VV0                 ,NN1                 ,NN2                 ,VVD_VVN             ,RR_JJ
155,has,spent,her,entire,career,VHZ                 ,VVN                 ,APPGE_PPHO1         ,JJ                  ,NN1
155,homes,through,our,foreclosure,listings,NN2                 ,II                  ,APPGE               ,NN1                 ,NN2
155,its,definitely,worth,checking,out,APPGE               ,RR                  ,II                  ,VVG                 ,RP
155,list,mostly,television,actor,who,NN1_VV0@            ,RR                  ,NN1                 ,NN1                 ,PNQS
155,make,their,way,into,our,VV0                 ,APPGE               ,NN1                 ,II                  ,APPGE
155,make,them,feel,better,about,VVI                 ,PPHO2               ,VVI                 ,RRR_JJR             ,II
155,Oil,Late,Model,Dirt,Series,NN1                 ,JJ                  ,NN1                 ,NN1                 ,NN
155,patients,with,coronary,heart,disease,NN2                 ,IW                  ,JJ                  ,NN1                 ,NN1
155,per,day,per,capita,while,II                  ,NNT1                ,RR21                ,RR22                ,CS
155,President,Donald,Trump,has,signed,NNB                 ,NP1                 ,NN1                 ,VHZ                 ,VVN
155,quality,time,with,her,family,NN1                 ,NNT1                ,IW                  ,APPGE               ,NN1
155,San,Francisco,Public,Utilities,Commission,NP1                 ,NP1                 ,JJ_NN1              ,NN2                 ,NN1
155,Seymour,Johnson,Air,Force,Base,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
155,share,personally,identifiable,information,with,VVI                 ,RR                  ,JJ                  ,NN1                 ,IW
155,small,saucepan,over,medium-low,heat,JJ                  ,NN1                 ,II                  ,JJ                  ,NN1
155,social,media,channels,like,Facebook,JJ                  ,NN                  ,NN2                 ,II                  ,NP1_NN1
155,someone,who,grew,up,with,PN1                 ,PNQS                ,VVD                 ,RP                  ,IW
155,spending,far,too,much,time,VVG                 ,RR                  ,RG                  ,DA1                 ,NNT1
155,their,own,decisions,about,their,APPGE               ,DA                  ,NN2                 ,II                  ,APPGE
155,very,pleased,with,my,order,RG                  ,JJ                  ,IW                  ,APPGE               ,NN1
155,who,had,lost,their,lives,PNQS                ,VHD                 ,VVN                 ,APPGE               ,NN2
155,with,how,everything,turned,out,IW                  ,RRQ                 ,PN1                 ,VVD_VVN             ,RP
155,Yale,New,Haven,Health,System,NP1                 ,NP1                 ,NP1                 ,NN1                 ,NN1
154,Authority,Housing,Choice,Voucher,program,NN1                 ,NN1_VVG             ,NN1_JJ@             ,NN1                 ,NN1
154,available,during,regular,business,hours,JJ                  ,II                  ,JJ                  ,NN1                 ,NNT2
